Time,Open,High,Low,Close
1708473600,0.2838628119418594,0.284236642297771,0.2607592993146664,0.2779967706668873
1708560000,0.2779967706668873,0.29970270283621725,0.2707178343706314,0.2962915879334319
1708646400,0.2962915879334319,0.29815816415142166,0.2630115805051072,0.2771630798014874
1708732800,0.2771630798014874,0.31470084942788196,0.26122463072587915,0.29829682731431506
1708819200,0.29829682731431506,0.310229102636045,0.2845394052916956,0.30527926628786567
1708905600,0.30527926628786567,0.3201520453250807,0.30106423862486714,0.3048865555365371
1708992000,0.3048865555365371,0.331255646820198,0.29546716193823874,0.30954759344580174
1709078400,0.30954759344580174,0.3385037417957826,0.2836388260494655,0.33532933989651537
1709164800,0.33532933989651537,0.34474816824644566,0.30055895383131986,0.32243381381681857
1709251200,0.32243381381681857,0.348902523964229,0.3213772498466739,0.3334626477496511
1709337600,0.3334626477496511,0.35300395474675766,0.32352607994210886,0.3417700261236691
1709424000,0.3417700261236691,0.34473790195870957,0.3226761218893633,0.3443890985112061
1709510400,0.3443890985112061,0.37074441994335816,0.33296561644232403,0.3503054922412533
1709596800,0.3503054922412533,0.3698496761005192,0.32096712375835995,0.3364614322878606
1709683200,0.3364614322878606,0.36787271134866206,0.33482704750993253,0.35585349917943626
1709769600,0.35585349917943626,0.36490041051236877,0.33063069315954424,0.35573258368148253
1709856000,0.35573258368148253,0.37097243848203404,0.34027054774765425,0.35196836723159597
1709942400,0.35196836723159597,0.3779772936411494,0.33124619233617564,0.3664588709899343
1710028800,0.3664588709899343,0.36900698110011815,0.35472317713034285,0.362468421378147
1710115200,0.362468421378147,0.3682603679968813,0.35752870872134357,0.36128431369262415
1710201600,0.36128431369262415,0.39564444957454115,0.35167722346463537,0.3693927215723599
1710288000,0.3693927215723599,0.37832665379716024,0.3582572106483166,0.36850058021107
1710374400,0.36850058021107,0.3736732373359305,0.3390950273305509,0.35415677052881067
1710460800,0.35415677052881067,0.37076440559025664,0.3451856640590842,0.346191920269755
1710547200,0.346191920269755,0.3597738537405907,0.33907595761278725,0.3434132783278508
1710633600,0.3434132783278508,0.35896165840535926,0.33779686070137055,0.34490522675402674
1710720000,0.34490522675402674,0.3474239441370501,0.322356420900466,0.3300208994415724
